programName,programDescription,workoutDay,workoutTitle,exerciseName,exerciseDetails
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",43,Strength: Full Body Power & Finisher,Hang Power Cleans,"5x3 at moderate weight, focus on speed"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",43,Strength: Full Body Power & Finisher,Push Press,"4x5-6 at RPE 8, explosive"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",43,Strength: Full Body Power & Finisher,Box Jumps,"4x5, focus on height/landing"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",43,Strength: Full Body Power & Finisher,WOD Finisher: EMOM 8 mins,"Minute 1: 10 Cal Assault Bike/Row, Minute 2: 15 Kettlebell Swings (repeat 4 times)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",44,Running: Mixed Intervals,Warm-up,15 min easy jog & drills
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",44,Running: Mixed Intervals,Mixed Interval Set,1200m @ Threshold pace -> 3 min jog -> 3x400m @ 5k pace (90s jog rec) -> 3 min jog -> 1200m @ Threshold pace
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",44,Running: Mixed Intervals,Cool-down,15 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",45,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",46,Hyrox WOD: Station Gauntlet,Warm-up,10 min dynamic & station practice
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",46,Hyrox WOD: Station Gauntlet,Station Gauntlet (3 Sets),500m Row (Hard) -> 20 Wall Balls -> 15 Burpees. Rest 3 mins between sets. Aim for faster times each round.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",46,Hyrox WOD: Station Gauntlet,Cool-down,10 min stretching
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",47,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",48,Endurance: Long Run with Race Pace,Long Run with Race Pace Segments,70 min total. Middle 20 mins: alternate 4 mins at Target Hyrox Run Pace (RPE 8) / 4 mins easy. Remainder of run at easy pace (RPE 4-5).
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",49,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",50,"Strength: ""Body Armor"" & Core",Walking Lunges (Heavy DBs),3x10 per leg
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",50,"Strength: ""Body Armor"" & Core",Farmer's Carry (Heavy),4x40m
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",50,"Strength: ""Body Armor"" & Core",Sandbag Carries (or heavy KB/DB hold),4x40m
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",50,"Strength: ""Body Armor"" & Core",Core Finisher,"4 rounds: 30s Hollow Hold, 30s Superman Hold, 30s rest"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",51,Running: Hill Repeats,Warm-up,15 min easy jog to a hill
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",51,Running: Hill Repeats,Hill Sprints,8-10 sets of 30-45 second hard uphill run (RPE 9) with easy jog back down for recovery
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",51,Running: Hill Repeats,Cool-down,15 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",52,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",53,Hyrox Simulation: The Back Half,Warm-up,10 min dynamic & light practice
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",53,Hyrox Simulation: The Back Half,Run,800m
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",53,Hyrox Simulation: The Back Half,Farmer's Carry,200m
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",53,Hyrox Simulation: The Back Half,Run,800m
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",53,Hyrox Simulation: The Back Half,Sandbag Lunges,100m
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",53,Hyrox Simulation: The Back Half,Run,800m
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",53,Hyrox Simulation: The Back Half,Wall Balls,75/100 reps
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",53,Hyrox Simulation: The Back Half,Run,800m
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",53,Hyrox Simulation: The Back Half,Cool-down,10 min stretching
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",54,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",55,Endurance: Reduced Long Run,Long Slow Distance Run,"60 minutes at a very easy, conversational pace (RPE 4-5)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",56,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",57,Strength-Endurance & WOD,Goblet Squats (High Reps),3x15-20 at RPE 8
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",57,Strength-Endurance & WOD,Push-ups (Weighted if possible),3xAMRAP to RPE 8
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",57,Strength-Endurance & WOD,Dumbbell Rows (High Reps),3x15-20 per arm at RPE 8
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",57,Strength-Endurance & WOD,WOD Finisher: For Time,50 Cal Assault Bike/Row (partition as needed but push)
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",58,Running: 1km Race Pace Repeats,Warm-up,15 min easy jog & drills
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",58,Running: 1km Race Pace Repeats,1km Repeats,3-4 sets at Target Hyrox Run Pace (RPE 8-9) with 3 min jog recovery
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",58,Running: 1km Race Pace Repeats,Cool-down,15 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",59,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",60,Hyrox WOD: Full Body Assault,Warm-up,10 min dynamic & light practice
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",60,Hyrox WOD: Full Body Assault,AMRAP 25 mins,"800m Run, 15 Burpee Broad Jumps, 25m Sled Push (Heavy). Aim for consistent rounds."
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",60,Hyrox WOD: Full Body Assault,Cool-down,10 min stretching
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",61,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",62,Endurance: Final Long Run,Long Slow Distance Run,75-80 minutes at a very easy pace. Final big deposit in the endurance bank.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",63,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",64,Strength: Power & Speed (Pre-Taper),Box Jumps,4x5 (for height)
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",64,Strength: Power & Speed (Pre-Taper),Medicine Ball Slams,4x8 (for power)
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",64,Strength: Power & Speed (Pre-Taper),Kettlebell Snatches (or Swings),4x5 per arm (for speed)
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",64,Strength: Power & Speed (Pre-Taper),Short Finisher,"AMRAP 5 mins: 5 Pull-ups, 10 Push-ups"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",65,Running: Sharpening Intervals,Warm-up,15 min easy jog & drills
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",65,Running: Sharpening Intervals,Mixed Intervals,"2x800m @ race pace (2 min rec), then 4x200m fast (RPE 9, 200m jog rec)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",65,Running: Sharpening Intervals,Cool-down,10 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",66,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",67,Hyrox Simulation: The Gauntlet (Peak Effort),Warm-up,15 min race-day style warm-up
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",67,Hyrox Simulation: The Gauntlet (Peak Effort),The Gauntlet,Run 1km -> 1km SkiErg -> Run 1km -> Sled Push/Pull 50m/50m -> Run 1km. Execute at peak race effort.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",67,Hyrox Simulation: The Gauntlet (Peak Effort),Cool-down,15 min easy jog & deep stretching
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",68,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",69,Endurance: Tapering Long Run,Long Slow Distance Run,"45-50 minutes at a very easy, conversational pace (RPE 3-4)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",70,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",71,Taper: Light Full Body Strength,Goblet Squats (Light),2x8-10 at RPE 5
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",71,Taper: Light Full Body Strength,Incline Push-ups,2x10-12 at RPE 5
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",71,Taper: Light Full Body Strength,Band Pull-Aparts,2x15
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",71,Taper: Light Full Body Strength,Plank,2x45s
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",72,Taper: Short Run & Strides,Warm-up,5 min easy jog
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",72,Taper: Short Run & Strides,Easy Run & Strides,20 min easy run (RPE 3-4) followed by 4x100m smooth strides (RPE 6)
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",72,Taper: Short Run & Strides,Cool-down,5 min walk
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",73,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",74,Taper: Hyrox Flow-Through (Very Light),Warm-up,5 min dynamic
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",74,Taper: Hyrox Flow-Through (Very Light),Hyrox Skill Walk-through,"Walk through 3-4 key stations, performing 2-3 reps very lightly (RPE 2-3). Focus on transitions and mental checklist."
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",74,Taper: Hyrox Flow-Through (Very Light),Visualization,Mentally rehearse your race plan for 10-15 mins.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",75,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",76,Taper: Final Shakeout Run,Easy Shakeout Run,"20-25 minutes at a very easy pace (RPE 2-3). Feel good, stay loose."
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",77,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",78,Pre-Race: Very Light Activation,Mobility Circuit,"10-15 min of dynamic stretching (leg swings, arm circles)"
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",78,Pre-Race: Very Light Activation,Activation,"1-2 rounds of: 10 Air Squats, 5 Push-ups, 15s Plank. Just to move."
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",79,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",80,Rest Day,Full Rest,Complete rest. Focus on recovery.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",81,Rest Day,Full Rest,Pack your gear. Visualize success.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",82,Rest Day,Full Rest,Pack your gear. Visualize success.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",83,Rest Day,Full Rest,Pack your gear. Visualize success.
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",84,RACE DAY!,Warm-up,Execute your practiced race-day warm-up routine
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",84,RACE DAY!,HYROX RACE,Give it your best effort and have fun!
Hyrox Fusion Prep,"This 12-week plan is designed for the busy athlete who needs maximum results from a manageable 3-4 day per week schedule. It’s built on a balanced blend of strength training, smart running workouts, and Hyrox-specific skill sessions, progressing from fundamentals to more complex, race-like workouts.",84,RACE DAY!,Cool-down,"Walk, hydrate, refuel, and celebrate!"
